Base Year,Year,State,Kind of Economic Activity,Sub Kind of Economic Activity,Value RM Million,Status Data,,
2010,2017,Melaka,Services,"Finance and insurance, real estate and business services",2314,p,,
2010,2010,Melaka,Services,Other services,1305,f,,
2010,2011,Melaka,Services,Other services,1392,f,,
2010,2012,Melaka,Services,Other services,1438,f,,
2010,2013,Melaka,Services,Other services,1503,f,,
2010,2014,Melaka,Services,Other services,1562,f,,
2010,2015,Melaka,Services,Other services,1649,f,,
2010,2016,Melaka,Services,Other services,1743,e,,
2010,2017,Melaka,Services,Other services,1839,p,,
2010,2010,Melaka,Services,Government services,1825,f,,
2010,2011,Melaka,Services,Government services,2010,f,,
2010,2012,Melaka,Services,Government services,2239,f,,
2010,2013,Melaka,Services,Government services,2425,f,,
2010,2014,Melaka,Services,Government services,2563,f,,
2010,2015,Melaka,Services,Government services,2657,f,,
2010,2016,Melaka,Services,Government services,2784,e,,
2010,2017,Melaka,Services,Government services,2910,p,,
2010,2010,Melaka,Plus: Import duties,Plus: Import duties,8,f,,
2010,2011,Melaka,Plus: Import duties,Plus: Import duties,8,f,,
2010,2012,Melaka,Plus: Import duties,Plus: Import duties,15,f,,
2010,2013,Melaka,Plus: Import duties,Plus: Import duties,20,f,,
2010,2014,Melaka,Plus: Import duties,Plus: Import duties,21,f,,
2010,2015,Melaka,Plus: Import duties,Plus: Import duties,61,f,,
2010,2016,Melaka,Plus: Import duties,Plus: Import duties,63,e,,
2010,2017,Melaka,Plus: Import duties,Plus: Import duties,180,p,,
2010,2010,Negeri Sembilan,Agriculture,Agriculture,3380,f,,
2010,2011,Negeri Sembilan,Agriculture,Agriculture,3575,f,,
2010,2012,Negeri Sembilan,Agriculture,Agriculture,3682,f,,
2010,2013,Negeri Sembilan,Agriculture,Agriculture,3651,f,,
2010,2014,Negeri Sembilan,Agriculture,Agriculture,3496,f,,
2010,2015,Negeri Sembilan,Agriculture,Agriculture,3980,f,,
2010,2016,Negeri Sembilan,Agriculture,Agriculture,3702,e,,
2010,2017,Negeri Sembilan,Agriculture,Agriculture,3999,p,,
2010,2010,Negeri Sembilan,Mining and quarrying,Mining and quarrying,52,f,,
2010,2011,Negeri Sembilan,Mining and quarrying,Mining and quarrying,54,f,,
2010,2012,Negeri Sembilan,Mining and quarrying,Mining and quarrying,63,f,,
2010,2013,Negeri Sembilan,Mining and quarrying,Mining and quarrying,72,f,,
2010,2014,Negeri Sembilan,Mining and quarrying,Mining and quarrying,82,f,,
2010,2015,Negeri Sembilan,Mining and quarrying,Mining and quarrying,87,f,,
2010,2016,Negeri Sembilan,Mining and quarrying,Mining and quarrying,103,e,,
2010,2017,Negeri Sembilan,Mining and quarrying,Mining and quarrying,114,p,,
2010,2010,Negeri Sembilan,Manufacturing,Manufacturing,13187,f,,
2010,2011,Negeri Sembilan,Manufacturing,Manufacturing,14089,f,,
2010,2012,Negeri Sembilan,Manufacturing,Manufacturing,14845,f,,
2010,2013,Negeri Sembilan,Manufacturing,Manufacturing,14876,f,,
2010,2014,Negeri Sembilan,Manufacturing,Manufacturing,14977,f,,
2010,2015,Negeri Sembilan,Manufacturing,Manufacturing,15211,f,,
2010,2016,Negeri Sembilan,Manufacturing,Manufacturing,15669,e,,
2010,2017,Negeri Sembilan,Manufacturing,Manufacturing,16162,p,,
2010,2010,Negeri Sembilan,Construction,Construction,860,f,,
2010,2011,Negeri Sembilan,Construction,Construction,902,f,,
2010,2012,Negeri Sembilan,Construction,Construction,1016,f,,
2010,2013,Negeri Sembilan,Construction,Construction,1042,f,,
2010,2014,Negeri Sembilan,Construction,Construction,1219,f,,
2010,2015,Negeri Sembilan,Construction,Construction,1136,f,,
2010,2016,Negeri Sembilan,Construction,Construction,1247,e,,
2010,2017,Negeri Sembilan,Construction,Construction,1457,p,,
2010,2010,Negeri Sembilan,Services,"Utilities, transportation and storage, information and communication",3671,f,,
2010,2011,Negeri Sembilan,Services,"Utilities, transportation and storage, information and communication",3871,f,,
2010,2012,Negeri Sembilan,Services,"Utilities, transportation and storage, information and communication",4205,f,,
2010,2013,Negeri Sembilan,Services,"Utilities, transportation and storage, information and communication",4216,f,,
2010,2014,Negeri Sembilan,Services,"Utilities, transportation and storage, information and communication",4395,f,,
2010,2015,Negeri Sembilan,Services,"Utilities, transportation and storage, information and communication",4807,f,,
2010,2016,Negeri Sembilan,Services,"Utilities, transportation and storage, information and communication",5136,e,,
2010,2017,Negeri Sembilan,Services,"Utilities, transportation and storage, information and communication",5316,p,,
2010,2010,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",3497,f,,
2010,2011,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",3605,f,,
2010,2012,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",3769,f,,
2010,2013,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",3974,f,,
2010,2014,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",4299,f,,
2010,2015,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",4537,f,,
2010,2016,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",4764,e,,
2010,2017,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",5069,p,,
2010,2010,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",1792,f,,
2010,2011,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",1905,f,,
2010,2012,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2027,f,,
2010,2013,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2082,f,,
2010,2014,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2161,f,,
2010,2015,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2197,f,,
2010,2016,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2287,e,,
2010,2017,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2391,p,,
2010,2010,Negeri Sembilan,Services,Other services,1266,f,,
2010,2011,Negeri Sembilan,Services,Other services,1299,f,,
2010,2012,Negeri Sembilan,Services,Other services,1356,f,,
2010,2013,Negeri Sembilan,Services,Other services,1413,f,,
2010,2014,Negeri Sembilan,Services,Other services,1471,f,,
2010,2015,Negeri Sembilan,Services,Other services,1513,f,,
2010,2016,Negeri Sembilan,Services,Other services,1597,e,,
2010,2017,Negeri Sembilan,Services,Other services,1683,p,,
2010,2010,Negeri Sembilan,Services,Government services,2295,f,,
2010,2011,Negeri Sembilan,Services,Government services,2530,f,,
2010,2012,Negeri Sembilan,Services,Government services,2766,f,,
2010,2013,Negeri Sembilan,Services,Government services,2975,f,,
2010,2014,Negeri Sembilan,Services,Government services,3143,f,,
2010,2015,Negeri Sembilan,Services,Government services,3253,f,,
2010,2016,Negeri Sembilan,Services,Government services,3412,e,,
2010,2017,Negeri Sembilan,Services,Government services,3573,p,,
2010,2010,Negeri Sembilan,Plus: Import duties,Plus: Import duties,229,f,,
2010,2011,Negeri Sembilan,Plus: Import duties,Plus: Import duties,176,f,,
2010,2012,Negeri Sembilan,Plus: Import duties,Plus: Import duties,197,f,,
2010,2013,Negeri Sembilan,Plus: Import duties,Plus: Import duties,592,f,,
2010,2014,Negeri Sembilan,Plus: Import duties,Plus: Import duties,709,f,,
2010,2015,Negeri Sembilan,Plus: Import duties,Plus: Import duties,784,f,,
2010,2016,Negeri Sembilan,Plus: Import duties,Plus: Import duties,904,e,,
2010,2017,Negeri Sembilan,Plus: Import duties,Plus: Import duties,954,p,,
2010,2010,Pahang,Agriculture,Agriculture,10068,f,,
2010,2011,Pahang,Agriculture,Agriculture,10878,f,,
2010,2012,Pahang,Agriculture,Agriculture,10968,f,,
2010,2013,Pahang,Agriculture,Agriculture,11543,f,,
2010,2014,Pahang,Agriculture,Agriculture,11510,f,,
2010,2015,Pahang,Agriculture,Agriculture,11689,f,,
2010,2016,Pahang,Agriculture,Agriculture,10968,e,,
2010,2017,Pahang,Agriculture,Agriculture,12287,p,,
2010,2010,Pahang,Mining and quarrying,Mining and quarrying,387,f,,
2010,2011,Pahang,Mining and quarrying,Mining and quarrying,430,f,,
2010,2012,Pahang,Mining and quarrying,Mining and quarrying,471,f,,
2010,2013,Pahang,Mining and quarrying,Mining and quarrying,501,f,,
2010,2014,Pahang,Mining and quarrying,Mining and quarrying,607,f,,
2010,2015,Pahang,Mining and quarrying,Mining and quarrying,1100,f,,
2010,2016,Pahang,Mining and quarrying,Mining and quarrying,733,e,,
2010,2017,Pahang,Mining and quarrying,Mining and quarrying,592,p,,
2010,2010,Pahang,Manufacturing,Manufacturing,8147,f,,
2010,2011,Pahang,Manufacturing,Manufacturing,8504,f,,
2010,2012,Pahang,Manufacturing,Manufacturing,9135,f,,
2010,2013,Pahang,Manufacturing,Manufacturing,9492,f,,
2010,2014,Pahang,Manufacturing,Manufacturing,9812,f,,
2010,2015,Pahang,Manufacturing,Manufacturing,9937,f,,
2010,2016,Pahang,Manufacturing,Manufacturing,10326,e,,
2010,2017,Pahang,Manufacturing,Manufacturing,11001,p,,
2010,2010,Pahang,Construction,Construction,943,f,,
2010,2011,Pahang,Construction,Construction,918,f,,
2010,2012,Pahang,Construction,Construction,1046,f,,
2010,2013,Pahang,Construction,Construction,1109,f,,
2010,2014,Pahang,Construction,Construction,1308,f,,
2010,2015,Pahang,Construction,Construction,1355,f,,
2010,2016,Pahang,Construction,Construction,1757,e,,
2010,2017,Pahang,Construction,Construction,2079,p,,
2010,2010,Pahang,Services,"Utilities, transportation and storage, information and communication",1716,f,,
2010,2011,Pahang,Services,"Utilities, transportation and storage, information and communication",1858,f,,
2010,2012,Pahang,Services,"Utilities, transportation and storage, information and communication",1985,f,,
2010,2013,Pahang,Services,"Utilities, transportation and storage, information and communication",2105,f,,
2010,2014,Pahang,Services,"Utilities, transportation and storage, information and communication",2242,f,,
2010,2015,Pahang,Services,"Utilities, transportation and storage, information and communication",2430,f,,
2010,2016,Pahang,Services,"Utilities, transportation and storage, information and communication",2570,e,,
2010,2017,Pahang,Services,"Utilities, transportation and storage, information and communication",2771,p,,
2010,2010,Pahang,Services,"Wholesale and retail trade, food & beverage and accommodation",5643,f,,
2010,2011,Pahang,Services,"Wholesale and retail trade, food & beverage and accommodation",5861,f,,
2010,2012,Pahang,Services,"Wholesale and retail trade, food & beverage and accommodation",6102,f,,
2010,2013,Pahang,Services,"Wholesale and retail trade, food & beverage and accommodation",6293,f,,
2010,2014,Pahang,Services,"Wholesale and retail trade, food & beverage and accommodation",6732,f,,
2010,2015,Pahang,Services,"Wholesale and retail trade, food & beverage and accommodation",7159,f,,
2010,2016,Pahang,Services,"Wholesale and retail trade, food & beverage and accommodation",7592,e,,
2010,2017,Pahang,Services,"Wholesale and retail trade, food & beverage and accommodation",8138,p,,
2010,2010,Pahang,Services,"Finance and insurance, real estate and business services",1949,f,,
2010,2011,Pahang,Services,"Finance and insurance, real estate and business services",2070,f,,
2010,2012,Pahang,Services,"Finance and insurance, real estate and business services",2260,f,,
2010,2013,Pahang,Services,"Finance and insurance, real estate and business services",2345,f,,
2010,2014,Pahang,Services,"Finance and insurance, real estate and business services",2435,f,,
2010,2015,Pahang,Services,"Finance and insurance, real estate and business services",2484,f,,
2010,2016,Pahang,Services,"Finance and insurance, real estate and business services",2589,e,,
2010,2017,Pahang,Services,"Finance and insurance, real estate and business services",2677,p,,
2010,2010,Pahang,Services,Other services,3470,f,,
2010,2011,Pahang,Services,Other services,3704,f,,
2010,2012,Pahang,Services,Other services,3887,f,,
2010,2013,Pahang,Services,Other services,4218,f,,
2010,2014,Pahang,Services,Other services,4465,f,,
2010,2015,Pahang,Services,Other services,4687,f,,
2010,2016,Pahang,Services,Other services,4934,e,,
2010,2017,Pahang,Services,Other services,5228,p,,
2010,2010,Pahang,Services,Government services,3537,f,,
2010,2011,Pahang,Services,Government services,3916,f,,
2010,2012,Pahang,Services,Government services,4181,f,,
2010,2013,Pahang,Services,Government services,4569,f,,
2010,2014,Pahang,Services,Government services,4811,f,,
2010,2015,Pahang,Services,Government services,5009,f,,
2010,2016,Pahang,Services,Government services,5262,e,,
2010,2017,Pahang,Services,Government services,5543,p,,
2010,2010,Pahang,Plus: Import duties,Plus: Import duties,11,f,,
2010,2011,Pahang,Plus: Import duties,Plus: Import duties,8,f,,
2010,2012,Pahang,Plus: Import duties,Plus: Import duties,13,f,,
2010,2013,Pahang,Plus: Import duties,Plus: Import duties,26,f,,
2010,2014,Pahang,Plus: Import duties,Plus: Import duties,22,f,,
2010,2015,Pahang,Plus: Import duties,Plus: Import duties,59,f,,
2010,2016,Pahang,Plus: Import duties,Plus: Import duties,75,e,,
2010,2017,Pahang,Plus: Import duties,Plus: Import duties,131,p,,
2010,2010,Pulau Pinang,Agriculture,Agriculture,1280,f,,
2010,2011,Pulau Pinang,Agriculture,Agriculture,1357,f,,
2010,2012,Pulau Pinang,Agriculture,Agriculture,1425,f,,
2010,2013,Pulau Pinang,Agriculture,Agriculture,1463,f,,
2010,2014,Pulau Pinang,Agriculture,Agriculture,1521,f,,
2010,2015,Pulau Pinang,Agriculture,Agriculture,1551,f,,
2010,2016,Pulau Pinang,Agriculture,Agriculture,1507,e,,
2010,2017,Pulau Pinang,Agriculture,Agriculture,1540,p,,
2010,2010,Pulau Pinang,Mining and quarrying,Mining and quarrying,33,f,,
2010,2011,Pulau Pinang,Mining and quarrying,Mining and quarrying,35,f,,
2010,2012,Pulau Pinang,Mining and quarrying,Mining and quarrying,40,f,,
2010,2013,Pulau Pinang,Mining and quarrying,Mining and quarrying,46,f,,
2010,2014,Pulau Pinang,Mining and quarrying,Mining and quarrying,52,f,,
2010,2015,Pulau Pinang,Mining and quarrying,Mining and quarrying,54,f,,
2010,2016,Pulau Pinang,Mining and quarrying,Mining and quarrying,59,e,,
2010,2017,Pulau Pinang,Mining and quarrying,Mining and quarrying,63,p,,
2010,2010,Pulau Pinang,Manufacturing,Manufacturing,24299,f,,
2010,2011,Pulau Pinang,Manufacturing,Manufacturing,25221,f,,
2010,2012,Pulau Pinang,Manufacturing,Manufacturing,25617,f,,
2010,2013,Pulau Pinang,Manufacturing,Manufacturing,26669,f,,
2010,2014,Pulau Pinang,Manufacturing,Manufacturing,29197,f,,
2010,2015,Pulau Pinang,Manufacturing,Manufacturing,31181,f,,
2010,2016,Pulau Pinang,Manufacturing,Manufacturing,32870,e,,
2010,2017,Pulau Pinang,Manufacturing,Manufacturing,34759,p,,
2010,2010,Pulau Pinang,Construction,Construction,1486,f,,
2010,2011,Pulau Pinang,Construction,Construction,1561,f,,
2010,2012,Pulau Pinang,Construction,Construction,1900,f,,
2010,2013,Pulau Pinang,Construction,Construction,1889,f,,
2010,2014,Pulau Pinang,Construction,Construction,2135,f,,
2010,2015,Pulau Pinang,Construction,Construction,2060,f,,
2010,2016,Pulau Pinang,Construction,Construction,2273,e,,
2010,2017,Pulau Pinang,Construction,Construction,2045,p,,
2010,2010,Pulau Pinang,Services,"Utilities, transportation and storage, information and communication",5640,f,,
2010,2011,Pulau Pinang,Services,"Utilities, transportation and storage, information and communication",6058,f,,
2010,2012,Pulau Pinang,Services,"Utilities, transportation and storage, information and communication",6520,f,,
2010,2013,Pulau Pinang,Services,"Utilities, transportation and storage, information and communication",6891,f,,
2010,2014,Pulau Pinang,Services,"Utilities, transportation and storage, information and communication",7386,f,,
2010,2015,Pulau Pinang,Services,"Utilities, transportation and storage, information and communication",7844,f,,
2010,2016,Pulau Pinang,Services,"Utilities, transportation and storage, information and communication",8602,e,,
2010,2017,Pulau Pinang,Services,"Utilities, transportation and storage, information and communication",9242,p,,
2010,2010,Pulau Pinang,Services,"Wholesale and retail trade, food & beverage and accommodation",7783,f,,
