year,state,industry,employed
2006,Kelantan,Health and social work,9.9
2007,Kelantan,Health and social work,12.6
2008,Kelantan,Health and social work,15
2009,Kelantan,Health and social work,16.8
2010,Kelantan,Administrative and support service activities,11.5
2011,Kelantan,Administrative and support service activities,14.6
2012,Kelantan,Administrative and support service activities,19.4
2013,Kelantan,Administrative and support service activities,20.3
2014,Kelantan,Administrative and support service activities,21.9
2015,Kelantan,Administrative and support service activities,24.4
2016,Kelantan,Administrative and support service activities,23.8
2017,Kelantan,Administrative and support service activities,28.6
2018,Kelantan,Administrative and support service activities,32.5
2019,Kelantan,Administrative and support service activities,37.4
2020,Kelantan,Administrative and support service activities,40.4
2021,Kelantan,Administrative and support service activities,44
2001,MALAYSIA,Health and social work,173.3
2002,MALAYSIA,Health and social work,189.3
2003,MALAYSIA,Health and social work,217.3
2004,MALAYSIA,Health and social work,198.2
2005,MALAYSIA,Health and social work,212.6
2006,MALAYSIA,Health and social work,223.2
2007,MALAYSIA,Health and social work,238.9
2008,MALAYSIA,Health and social work,252.6
2009,MALAYSIA,Health and social work,271.7
2010,MALAYSIA,Administrative and support service activities,359.2
2011,MALAYSIA,Administrative and support service activities,448
2012,MALAYSIA,Administrative and support service activities,532.2
2013,MALAYSIA,Administrative and support service activities,566.9
2014,MALAYSIA,Administrative and support service activities,654.3
2015,MALAYSIA,Administrative and support service activities,634.8
2016,MALAYSIA,Administrative and support service activities,657
2017,MALAYSIA,Administrative and support service activities,677.2
2018,MALAYSIA,Administrative and support service activities,747.6
2019,MALAYSIA,Administrative and support service activities,806.2
2020,MALAYSIA,Administrative and support service activities,801.9
2021,MALAYSIA,Administrative and support service activities,846
2001,Melaka,Health and social work,6.5
2002,Melaka,Health and social work,5
2003,Melaka,Health and social work,7.1
2004,Melaka,Health and social work,6.9
2005,Melaka,Health and social work,7.4
2006,Melaka,Health and social work,9.5
2007,Melaka,Health and social work,8.1
2008,Melaka,Health and social work,8.8
2009,Melaka,Health and social work,9.3
2010,Melaka,Administrative and support service activities,11.4
2011,Melaka,Administrative and support service activities,16.2
2012,Melaka,Administrative and support service activities,19.1
2013,Melaka,Administrative and support service activities,18
2014,Melaka,Administrative and support service activities,19.4
2015,Melaka,Administrative and support service activities,20.3
2016,Melaka,Administrative and support service activities,21.7
2017,Melaka,Administrative and support service activities,20
2018,Melaka,Administrative and support service activities,21.9
2019,Melaka,Administrative and support service activities,22.3
2020,Melaka,Administrative and support service activities,17.6
2021,Melaka,Administrative and support service activities,29.4
2001,Negeri Sembilan,Health and social work,5.9
2002,Negeri Sembilan,Health and social work,5.4
2003,Negeri Sembilan,Health and social work,7
2004,Negeri Sembilan,Health and social work,6.6
2005,Negeri Sembilan,Health and social work,7.4
2006,Negeri Sembilan,Health and social work,8.2
2007,Negeri Sembilan,Health and social work,8
2008,Negeri Sembilan,Health and social work,10.1
2009,Negeri Sembilan,Health and social work,10.4
2010,Negeri Sembilan,Administrative and support service activities,13.9
2011,Negeri Sembilan,Administrative and support service activities,19.2
2012,Negeri Sembilan,Administrative and support service activities,18.9
2013,Negeri Sembilan,Administrative and support service activities,25.7
2014,Negeri Sembilan,Administrative and support service activities,21.8
2015,Negeri Sembilan,Administrative and support service activities,29
2016,Negeri Sembilan,Administrative and support service activities,22.4
2017,Negeri Sembilan,Administrative and support service activities,26
2018,Negeri Sembilan,Administrative and support service activities,24.6
2019,Negeri Sembilan,Administrative and support service activities,28.5
2020,Negeri Sembilan,Administrative and support service activities,31.3
2021,Negeri Sembilan,Administrative and support service activities,26.7
2001,Pulau Pinang,Health and social work,19.8
2002,Pulau Pinang,Health and social work,17
2003,Pulau Pinang,Health and social work,17.7
2004,Pulau Pinang,Health and social work,14.5
2005,Pulau Pinang,Health and social work,18.3
2006,Pulau Pinang,Health and social work,16.3
2007,Pulau Pinang,Health and social work,19.1
2008,Pulau Pinang,Health and social work,19.4
2009,Pulau Pinang,Health and social work,19.6
2010,Pulau Pinang,Administrative and support service activities,27.4
2011,Pulau Pinang,Administrative and support service activities,23.8
2012,Pulau Pinang,Administrative and support service activities,34.2
2013,Pulau Pinang,Administrative and support service activities,32.4
2014,Pulau Pinang,Administrative and support service activities,37.7
2015,Pulau Pinang,Administrative and support service activities,37
2016,Pulau Pinang,Administrative and support service activities,32.8
2017,Pulau Pinang,Administrative and support service activities,29.3
2018,Pulau Pinang,Administrative and support service activities,28.7
2019,Pulau Pinang,Administrative and support service activities,34.3
2020,Pulau Pinang,Administrative and support service activities,35.6
2021,Pulau Pinang,Administrative and support service activities,38.1
2001,Pahang,Health and social work,6.7
2002,Pahang,Health and social work,8.2
2003,Pahang,Health and social work,10.8
2004,Pahang,Health and social work,9.9
2005,Pahang,Health and social work,13.5
2006,Pahang,Health and social work,13.4
2007,Pahang,Health and social work,12.3
2008,Pahang,Health and social work,13.1
2009,Pahang,Health and social work,16.5
2010,Pahang,Administrative and support service activities,15.2
2011,Pahang,Administrative and support service activities,21
2012,Pahang,Administrative and support service activities,27.1
2013,Pahang,Administrative and support service activities,25
2014,Pahang,Administrative and support service activities,26.3
2015,Pahang,Administrative and support service activities,29.1
2016,Pahang,Administrative and support service activities,34.5
2017,Pahang,Administrative and support service activities,32.9
2018,Pahang,Administrative and support service activities,32.1
2019,Pahang,Administrative and support service activities,34.3
2020,Pahang,Administrative and support service activities,34.9
2021,Pahang,Administrative and support service activities,37.4
2001,Perak,Health and social work,14.7
2002,Perak,Health and social work,19.4
2003,Perak,Health and social work,18.2
2004,Perak,Health and social work,18.8
2005,Perak,Health and social work,18.7
2006,Perak,Health and social work,19.6
2007,Perak,Health and social work,21.1
2008,Perak,Health and social work,23.6
2009,Perak,Health and social work,24
2010,Perak,Administrative and support service activities,23.8
2011,Perak,Administrative and support service activities,33.1
2012,Perak,Administrative and support service activities,36.9
2013,Perak,Administrative and support service activities,38.2
2014,Perak,Administrative and support service activities,39.5
2015,Perak,Administrative and support service activities,40.9
2016,Perak,Administrative and support service activities,40.5
2017,Perak,Administrative and support service activities,48.7
2018,Perak,Administrative and support service activities,47
2019,Perak,Administrative and support service activities,51.8
2020,Perak,Administrative and support service activities,49.8
2021,Perak,Administrative and support service activities,49.2
2001,Perlis,Health and social work,2.1
2002,Perlis,Health and social work,2.2
2003,Perlis,Health and social work,2.1
2004,Perlis,Health and social work,2.3
2005,Perlis,Health and social work,2.8
2006,Perlis,Health and social work,2.1
2007,Perlis,Health and social work,2.6
2008,Perlis,Health and social work,2.9
2009,Perlis,Health and social work,2.9
2010,Perlis,Administrative and support service activities,3.8
2011,Perlis,Administrative and support service activities,4.9
2012,Perlis,Administrative and support service activities,5.2
2013,Perlis,Administrative and support service activities,6.4
2014,Perlis,Administrative and support service activities,5.6
2015,Perlis,Administrative and support service activities,6.8
2016,Perlis,Administrative and support service activities,6.1
2017,Perlis,Administrative and support service activities,6.8
2018,Perlis,Administrative and support service activities,7.6
2019,Perlis,Administrative and support service activities,7.2
2020,Perlis,Administrative and support service activities,7.8
2021,Perlis,Administrative and support service activities,7.2
2001,Sabah,Health and social work,14.3
2002,Sabah,Health and social work,19.5
2003,Sabah,Health and social work,16.9
2004,Sabah,Health and social work,16.8
2005,Sabah,Health and social work,18
2006,Sabah,Health and social work,20.6
2007,Sabah,Health and social work,24.8
2008,Sabah,Health and social work,17.7
2009,Sabah,Health and social work,24.3
2010,Sabah,Administrative and support service activities,24.3
2011,Sabah,Administrative and support service activities,48.6
2012,Sabah,Administrative and support service activities,49.3
2013,Sabah,Administrative and support service activities,51.9
2014,Sabah,Administrative and support service activities,55.7
2015,Sabah,Administrative and support service activities,44.7
2016,Sabah,Administrative and support service activities,63.3
2017,Sabah,Administrative and support service activities,60.4
2018,Sabah,Administrative and support service activities,90.1
2019,Sabah,Administrative and support service activities,100.6
2020,Sabah,Administrative and support service activities,111.8
2021,Sabah,Administrative and support service activities,73.6
2001,Sarawak,Health and social work,12.4
2002,Sarawak,Health and social work,16.7
2003,Sarawak,Health and social work,15.9
2004,Sarawak,Health and social work,14.7
2005,Sarawak,Health and social work,14
2006,Sarawak,Health and social work,15.8
2007,Sarawak,Health and social work,14.9
2008,Sarawak,Health and social work,14.9
2009,Sarawak,Health and social work,18.7
2010,Sarawak,Administrative and support service activities,27.6
2011,Sarawak,Administrative and support service activities,39.8
2012,Sarawak,Administrative and support service activities,39.4
2013,Sarawak,Administrative and support service activities,39.2
2014,Sarawak,Administrative and support service activities,46.2
2015,Sarawak,Administrative and support service activities,46.9
2016,Sarawak,Administrative and support service activities,48.5
2017,Sarawak,Administrative and support service activities,42.8
2018,Sarawak,Administrative and support service activities,49.9
2019,Sarawak,Administrative and support service activities,59.1
2020,Sarawak,Administrative and support service activities,77.5
2021,Sarawak,Administrative and support service activities,55.1
2001,Selangor,Health and social work,29.2
2002,Selangor,Health and social work,27.7
2003,Selangor,Health and social work,43.8
2004,Selangor,Health and social work,36.7
2005,Selangor,Health and social work,39.2
2006,Selangor,Health and social work,41.2
2007,Selangor,Health and social work,49.1
2008,Selangor,Health and social work,48.9
2009,Selangor,Health and social work,54.8
2010,Selangor,Administrative and support service activities,77.1
2011,Selangor,Administrative and support service activities,87
2012,Selangor,Administrative and support service activities,132.2
2013,Selangor,Administrative and support service activities,141.7
2014,Selangor,Administrative and support service activities,198.1
2015,Selangor,Administrative and support service activities,169.7
2016,Selangor,Administrative and support service activities,175.8
2017,Selangor,Administrative and support service activities,183.9
2018,Selangor,Administrative and support service activities,207.5
2019,Selangor,Administrative and support service activities,211.1
2020,Selangor,Administrative and support service activities,184.8
2021,Selangor,Administrative and support service activities,278
2001,Terengganu,Health and social work,3.9
2002,Terengganu,Health and social work,4.5
2003,Terengganu,Health and social work,6.9
2004,Terengganu,Health and social work,6.6
2005,Terengganu,Health and social work,8.6
2006,Terengganu,Health and social work,9.5
2007,Terengganu,Health and social work,9.6
2008,Terengganu,Health and social work,8.9
2009,Terengganu,Health and social work,10.1
2010,Terengganu,Administrative and support service activities,16.6
2011,Terengganu,Administrative and support service activities,21.5
2012,Terengganu,Administrative and support service activities,18.3
2013,Terengganu,Administrative and support service activities,19.8
2014,Terengganu,Administrative and support service activities,21.2
2015,Terengganu,Administrative and support service activities,23
2016,Terengganu,Administrative and support service activities,23.9
2017,Terengganu,Administrative and support service activities,26.2
2018,Terengganu,Administrative and support service activities,25.8
2019,Terengganu,Administrative and support service activities,30.7
2020,Terengganu,Administrative and support service activities,35.3
2021,Terengganu,Administrative and support service activities,30.7
2001,Kuala Lumpur,Health and social work,16.8
2002,Kuala Lumpur,Health and social work,19.2
2003,Kuala Lumpur,Health and social work,17.7
2004,Kuala Lumpur,Health and social work,17.4
2005,Kuala Lumpur,Health and social work,16.9
2006,Kuala Lumpur,Health and social work,20.4
2007,Kuala Lumpur,Health and social work,18.5
2008,Kuala Lumpur,Health and social work,18.9
2009,Kuala Lumpur,Health and social work,18.6
2010,Kuala Lumpur,Administrative and support service activities,38.8
2011,Kuala Lumpur,Administrative and support service activities,37.1
2012,Kuala Lumpur,Administrative and support service activities,39.8
2013,Kuala Lumpur,Administrative and support service activities,48.4
2014,Kuala Lumpur,Administrative and support service activities,45.2
2015,Kuala Lumpur,Administrative and support service activities,49.3
2016,Kuala Lumpur,Administrative and support service activities,37.1
2017,Kuala Lumpur,Administrative and support service activities,48.8
2018,Kuala Lumpur,Administrative and support service activities,49.5
2019,Kuala Lumpur,Administrative and support service activities,50.5
2020,Kuala Lumpur,Administrative and support service activities,45
2021,Kuala Lumpur,Administrative and support service activities,45.5
2001,Labuan,Health and social work,0.2
2002,Labuan,Health and social work,0.5
2003,Labuan,Health and social work,0.2
2004,Labuan,Health and social work,0.7
2005,Labuan,Health and social work,0.4
2006,Labuan,Health and social work,0.2
2007,Labuan,Health and social work,0.4
2008,Labuan,Health and social work,0.4
2009,Labuan,Health and social work,0.7
2010,Labuan,Administrative and support service activities,2.7
2011,Labuan,Administrative and support service activities,2.9
2012,Labuan,Administrative and support service activities,3.4
2013,Labuan,Administrative and support service activities,3.5
2014,Labuan,Administrative and support service activities,3.7
2015,Labuan,Administrative and support service activities,3.4
2016,Labuan,Administrative and support service activities,3.6
2017,Labuan,Administrative and support service activities,3.3
2018,Labuan,Administrative and support service activities,4.4
2019,Labuan,Administrative and support service activities,4.3
2020,Labuan,Administrative and support service activities,6.3
2021,Labuan,Administrative and support service activities,3
2011,Putrajaya,Administrative and support service activities,1
2012,Putrajaya,Administrative and support service activities,0.9
2013,Putrajaya,Administrative and support service activities,0.9
2014,Putrajaya,Administrative and support service activities,1.5
2015,Putrajaya,Administrative and support service activities,1.6
2016,Putrajaya,Administrative and support service activities,0.5
2017,Putrajaya,Administrative and support service activities,0.7
2018,Putrajaya,Administrative and support service activities,0.9
2019,Putrajaya,Administrative and support service activities,0.9
2020,Putrajaya,Administrative and support service activities,1.3
2021,Putrajaya,Administrative and support service activities,1.9
2001,Johor,"Other community, social and personal service activities",20.2
2002,Johor,"Other community, social and personal service activities",23
2003,Johor,"Other community, social and personal service activities",23.2
2004,Johor,"Other community, social and personal service activities",25.3
2005,Johor,"Other community, social and personal service activities",25.2
2006,Johor,"Other community, social and personal service activities",28
2007,Johor,"Other community, social and personal service activities",30.4
2008,Johor,"Other community, social and personal service activities",24.9
2009,Johor,"Other community, social and personal service activities",25.1
2010,Johor,Public administration and defence; compulsory social security,64.7
2011,Johor,Public administration and defence; compulsory social security,55
2012,Johor,Public administration and defence; compulsory social security,52.1
2013,Johor,Public administration and defence; compulsory social security,57.5
2014,Johor,Public administration and defence; compulsory social security,65.1
2015,Johor,Public administration and defence; compulsory social security,51.5
2016,Johor,Public administration and defence; compulsory social security,62.1
2017,Johor,Public administration and defence; compulsory social security,53
2018,Johor,Public administration and defence; compulsory social security,60.4
2019,Johor,Public administration and defence; compulsory social security,63.6
2020,Johor,Public administration and defence; compulsory social security,35.5
2021,Johor,Public administration and defence; compulsory social security,55.8
2001,Kedah,"Other community, social and personal service activities",10.9
2002,Kedah,"Other community, social and personal service activities",8
2003,Kedah,"Other community, social and personal service activities",11.1
2004,Kedah,"Other community, social and personal service activities",13.5
2005,Kedah,"Other community, social and personal service activities",11.6
2006,Kedah,"Other community, social and personal service activities",11.7
2007,Kedah,"Other community, social and personal service activities",15.9
2008,Kedah,"Other community, social and personal service activities",18.5
2009,Kedah,"Other community, social and personal service activities",19.1
2010,Kedah,Public administration and defence; compulsory social security,51.2
2011,Kedah,Public administration and defence; compulsory social security,54.7
2012,Kedah,Public administration and defence; compulsory social security,44.8
2013,Kedah,Public administration and defence; compulsory social security,38.7
2014,Kedah,Public administration and defence; compulsory social security,50.9
2015,Kedah,Public administration and defence; compulsory social security,50.8
2016,Kedah,Public administration and defence; compulsory social security,43.8
2017,Kedah,Public administration and defence; compulsory social security,41.1
2018,Kedah,Public administration and defence; compulsory social security,49.5
2019,Kedah,Public administration and defence; compulsory social security,51
2020,Kedah,Public administration and defence; compulsory social security,36.3
2021,Kedah,Public administration and defence; compulsory social security,63.5
2001,Kelantan,"Other community, social and personal service activities",5.4
2002,Kelantan,"Other community, social and personal service activities",4.5
2003,Kelantan,"Other community, social and personal service activities",8.3
2004,Kelantan,"Other community, social and personal service activities",5.2
2005,Kelantan,"Other community, social and personal service activities",6.6
2006,Kelantan,"Other community, social and personal service activities",9.4
2007,Kelantan,"Other community, social and personal service activities",8.9
2008,Kelantan,"Other community, social and personal service activities",8.5
2009,Kelantan,"Other community, social and personal service activities",11
2010,Kelantan,Public administration and defence; compulsory social security,38
2011,Kelantan,Public administration and defence; compulsory social security,40
2012,Kelantan,Public administration and defence; compulsory social security,35.3
2013,Kelantan,Public administration and defence; compulsory social security,37.2
2014,Kelantan,Public administration and defence; compulsory social security,34.4
2015,Kelantan,Public administration and defence; compulsory social security,42.4
2016,Kelantan,Public administration and defence; compulsory social security,37.7
2017,Kelantan,Public administration and defence; compulsory social security,39.9
2018,Kelantan,Public administration and defence; compulsory social security,36.1
2019,Kelantan,Public administration and defence; compulsory social security,36.9
2020,Kelantan,Public administration and defence; compulsory social security,40
2021,Kelantan,Public administration and defence; compulsory social security,44.5
2001,MALAYSIA,"Other community, social and personal service activities",190.4
2002,MALAYSIA,"Other community, social and personal service activities",192.5
2003,MALAYSIA,"Other community, social and personal service activities",216.1
2004,MALAYSIA,"Other community, social and personal service activities",231.3
2005,MALAYSIA,"Other community, social and personal service activities",234.9
2006,MALAYSIA,"Other community, social and personal service activities",247.1
2007,MALAYSIA,"Other community, social and personal service activities",266.5
2008,MALAYSIA,"Other community, social and personal service activities",274.2
2009,MALAYSIA,"Other community, social and personal service activities",303.3
2010,MALAYSIA,Public administration and defence; compulsory social security,787.7
2011,MALAYSIA,Public administration and defence; compulsory social security,750.2
2012,MALAYSIA,Public administration and defence; compulsory social security,696.4
2013,MALAYSIA,Public administration and defence; compulsory social security,761.4
2014,MALAYSIA,Public administration and defence; compulsory social security,741.7
2015,MALAYSIA,Public administration and defence; compulsory social security,751
2016,MALAYSIA,Public administration and defence; compulsory social security,748.2
2017,MALAYSIA,Public administration and defence; compulsory social security,742.2
2018,MALAYSIA,Public administration and defence; compulsory social security,720.2
2019,MALAYSIA,Public administration and defence; compulsory social security,737.1
2020,MALAYSIA,Public administration and defence; compulsory social security,734.9
2021,MALAYSIA,Public administration and defence; compulsory social security,725.1
2001,Melaka,"Other community, social and personal service activities",4
2002,Melaka,"Other community, social and personal service activities",5.4
2003,Melaka,"Other community, social and personal service activities",4.8
2004,Melaka,"Other community, social and personal service activities",5.9
2005,Melaka,"Other community, social and personal service activities",5
2006,Melaka,"Other community, social and personal service activities",5.6
2007,Melaka,"Other community, social and personal service activities",8.5
2008,Melaka,"Other community, social and personal service activities",6.6
2009,Melaka,"Other community, social and personal service activities",8.5
2010,Melaka,Public administration and defence; compulsory social security,27.6
2011,Melaka,Public administration and defence; compulsory social security,28.5
2012,Melaka,Public administration and defence; compulsory social security,24.2
2013,Melaka,Public administration and defence; compulsory social security,26.5
2014,Melaka,Public administration and defence; compulsory social security,23.2
2015,Melaka,Public administration and defence; compulsory social security,25
2016,Melaka,Public administration and defence; compulsory social security,24.3
2017,Melaka,Public administration and defence; compulsory social security,25.3
2018,Melaka,Public administration and defence; compulsory social security,28.9
2019,Melaka,Public administration and defence; compulsory social security,26.8
2020,Melaka,Public administration and defence; compulsory social security,36.3
2021,Melaka,Public administration and defence; compulsory social security,37.8
2001,Negeri Sembilan,"Other community, social and personal service activities",6.6
2002,Negeri Sembilan,"Other community, social and personal service activities",8
2003,Negeri Sembilan,"Other community, social and personal service activities",7.2
2004,Negeri Sembilan,"Other community, social and personal service activities",9.5
2005,Negeri Sembilan,"Other community, social and personal service activities",8
2006,Negeri Sembilan,"Other community, social and personal service activities",8.5
2007,Negeri Sembilan,"Other community, social and personal service activities",8.3
2008,Negeri Sembilan,"Other community, social and personal service activities",9.9
2009,Negeri Sembilan,"Other community, social and personal service activities",13.4
2010,Negeri Sembilan,Public administration and defence; compulsory social security,32.9
2011,Negeri Sembilan,Public administration and defence; compulsory social security,33.4
2012,Negeri Sembilan,Public administration and defence; compulsory social security,30.5
2013,Negeri Sembilan,Public administration and defence; compulsory social security,34.2
2014,Negeri Sembilan,Public administration and defence; compulsory social security,28.2
2015,Negeri Sembilan,Public administration and defence; compulsory social security,34.7
2016,Negeri Sembilan,Public administration and defence; compulsory social security,36.3
2017,Negeri Sembilan,Public administration and defence; compulsory social security,31.4
2018,Negeri Sembilan,Public administration and defence; compulsory social security,33.5
2019,Negeri Sembilan,Public administration and defence; compulsory social security,32.1
2020,Negeri Sembilan,Public administration and defence; compulsory social security,38.1
2021,Negeri Sembilan,Public administration and defence; compulsory social security,36.9
2001,Pulau Pinang,"Other community, social and personal service activities",14.3
2002,Pulau Pinang,"Other community, social and personal service activities",12
2003,Pulau Pinang,"Other community, social and personal service activities",14.3
2004,Pulau Pinang,"Other community, social and personal service activities",14.1
2005,Pulau Pinang,"Other community, social and personal service activities",17
2006,Pulau Pinang,"Other community, social and personal service activities",16.4
2007,Pulau Pinang,"Other community, social and personal service activities",15.9
2008,Pulau Pinang,"Other community, social and personal service activities",16.4
2009,Pulau Pinang,"Other community, social and personal service activities",19.9
2010,Pulau Pinang,Public administration and defence; compulsory social security,26.6
2011,Pulau Pinang,Public administration and defence; compulsory social security,32.7
2012,Pulau Pinang,Public administration and defence; compulsory social security,28.5
2013,Pulau Pinang,Public administration and defence; compulsory social security,26.5
2014,Pulau Pinang,Public administration and defence; compulsory social security,29.7
2015,Pulau Pinang,Public administration and defence; compulsory social security,29.8
2016,Pulau Pinang,Public administration and defence; compulsory social security,29.1
2017,Pulau Pinang,Public administration and defence; compulsory social security,32.4
2018,Pulau Pinang,Public administration and defence; compulsory social security,30.7
2019,Pulau Pinang,Public administration and defence; compulsory social security,28.3
2020,Pulau Pinang,Public administration and defence; compulsory social security,31.3
2021,Pulau Pinang,Public administration and defence; compulsory social security,29.1
2001,Pahang,"Other community, social and personal service activities",10.8
2002,Pahang,"Other community, social and personal service activities",7
2003,Pahang,"Other community, social and personal service activities",10.7
2004,Pahang,"Other community, social and personal service activities",13.5
2005,Pahang,"Other community, social and personal service activities",14.5
2006,Pahang,"Other community, social and personal service activities",17.5
2007,Pahang,"Other community, social and personal service activities",15.4
2008,Pahang,"Other community, social and personal service activities",15.4
2009,Pahang,"Other community, social and personal service activities",19
2010,Pahang,Public administration and defence; compulsory social security,48.2
2011,Pahang,Public administration and defence; compulsory social security,49.5
2012,Pahang,Public administration and defence; compulsory social security,47.1
2013,Pahang,Public administration and defence; compulsory social security,47.3
2014,Pahang,Public administration and defence; compulsory social security,43.9
2015,Pahang,Public administration and defence; compulsory social security,45
2016,Pahang,Public administration and defence; compulsory social security,41.4
2017,Pahang,Public administration and defence; compulsory social security,44.4
2018,Pahang,Public administration and defence; compulsory social security,41
2019,Pahang,Public administration and defence; compulsory social security,43.1
2020,Pahang,Public administration and defence; compulsory social security,48
2021,Pahang,Public administration and defence; compulsory social security,59.8
2001,Perak,"Other community, social and personal service activities",12.5
2002,Perak,"Other community, social and personal service activities",15.2
2003,Perak,"Other community, social and personal service activities",14.5
2004,Perak,"Other community, social and personal service activities",17.3
2005,Perak,"Other community, social and personal service activities",14.3
2006,Perak,"Other community, social and personal service activities",15.8
2007,Perak,"Other community, social and personal service activities",18.3
2008,Perak,"Other community, social and personal service activities",18.6
2009,Perak,"Other community, social and personal service activities",21.9
2010,Perak,Public administration and defence; compulsory social security,73.1
2011,Perak,Public administration and defence; compulsory social security,63.7
2012,Perak,Public administration and defence; compulsory social security,61.9
2013,Perak,Public administration and defence; compulsory social security,63.1
2014,Perak,Public administration and defence; compulsory social security,60.4
2015,Perak,Public administration and defence; compulsory social security,61
2016,Perak,Public administration and defence; compulsory social security,61.9
2017,Perak,Public administration and defence; compulsory social security,62
2018,Perak,Public administration and defence; compulsory social security,63.7
2019,Perak,Public administration and defence; compulsory social security,61
2020,Perak,Public administration and defence; compulsory social security,59.3
2021,Perak,Public administration and defence; compulsory social security,48.5
2001,Perlis,"Other community, social and personal service activities",0.7
2002,Perlis,"Other community, social and personal service activities",0.9
2003,Perlis,"Other community, social and personal service activities",1
2004,Perlis,"Other community, social and personal service activities",1.2
2005,Perlis,"Other community, social and personal service activities",1.3
2006,Perlis,"Other community, social and personal service activities",0.9
2007,Perlis,"Other community, social and personal service activities",1.7
2008,Perlis,"Other community, social and personal service activities",1.9
2009,Perlis,"Other community, social and personal service activities",1.3
2010,Perlis,Public administration and defence; compulsory social security,9.8
2011,Perlis,Public administration and defence; compulsory social security,7.8
2012,Perlis,Public administration and defence; compulsory social security,9.1
2013,Perlis,Public administration and defence; compulsory social security,9.1
2014,Perlis,Public administration and defence; compulsory social security,10.3
2015,Perlis,Public administration and defence; compulsory social security,9.7
2016,Perlis,Public administration and defence; compulsory social security,11.3
2017,Perlis,Public administration and defence; compulsory social security,9
2018,Perlis,Public administration and defence; compulsory social security,10.2
2019,Perlis,Public administration and defence; compulsory social security,11.8
2020,Perlis,Public administration and defence; compulsory social security,11.7
2021,Perlis,Public administration and defence; compulsory social security,11.2
2001,Sabah,"Other community, social and personal service activities",22.7
2002,Sabah,"Other community, social and personal service activities",19.6
2003,Sabah,"Other community, social and personal service activities",25.3
2004,Sabah,"Other community, social and personal service activities",23.9
2005,Sabah,"Other community, social and personal service activities",25.1
2006,Sabah,"Other community, social and personal service activities",24.6
2007,Sabah,"Other community, social and personal service activities",23.6
2008,Sabah,"Other community, social and personal service activities",30.4
2009,Sabah,"Other community, social and personal service activities",36.9
2010,Sabah,Public administration and defence; compulsory social security,72.1
2011,Sabah,Public administration and defence; compulsory social security,71.3
2012,Sabah,Public administration and defence; compulsory social security,72.6
2013,Sabah,Public administration and defence; compulsory social security,88.2
2014,Sabah,Public administration and defence; compulsory social security,78
2015,Sabah,Public administration and defence; compulsory social security,82
2016,Sabah,Public administration and defence; compulsory social security,85.4
2017,Sabah,Public administration and defence; compulsory social security,75.9
2018,Sabah,Public administration and defence; compulsory social security,83.2
2019,Sabah,Public administration and defence; compulsory social security,79.2
2020,Sabah,Public administration and defence; compulsory social security,85.2
2021,Sabah,Public administration and defence; compulsory social security,83
2001,Sarawak,"Other community, social and personal service activities",15.8
2002,Sarawak,"Other community, social and personal service activities",18.7
2003,Sarawak,"Other community, social and personal service activities",15.9
2004,Sarawak,"Other community, social and personal service activities",20.4
2005,Sarawak,"Other community, social and personal service activities",21.4
2006,Sarawak,"Other community, social and personal service activities",19.6
2007,Sarawak,"Other community, social and personal service activities",19.8
2008,Sarawak,"Other community, social and personal service activities",20
2009,Sarawak,"Other community, social and personal service activities",23.7
2010,Sarawak,Public administration and defence; compulsory social security,74.7
2011,Sarawak,Public administration and defence; compulsory social security,70.6
2012,Sarawak,Public administration and defence; compulsory social security,66.9
2013,Sarawak,Public administration and defence; compulsory social security,76.8
2014,Sarawak,Public administration and defence; compulsory social security,76.9
2015,Sarawak,Public administration and defence; compulsory social security,80.3
2016,Sarawak,Public administration and defence; compulsory social security,80.1
2017,Sarawak,Public administration and defence; compulsory social security,82.3
2018,Sarawak,Public administration and defence; compulsory social security,78.7
2019,Sarawak,Public administration and defence; compulsory social security,78.9
2020,Sarawak,Public administration and defence; compulsory social security,73.8
2021,Sarawak,Public administration and defence; compulsory social security,92.6
2001,Selangor,"Other community, social and personal service activities",39.5
2002,Selangor,"Other community, social and personal service activities",36.4
2003,Selangor,"Other community, social and personal service activities",42.6
2004,Selangor,"Other community, social and personal service activities",48.9
2005,Selangor,"Other community, social and personal service activities",51.6
2006,Selangor,"Other community, social and personal service activities",49.9
2007,Selangor,"Other community, social and personal service activities",58.8
2008,Selangor,"Other community, social and personal service activities",67.8
2009,Selangor,"Other community, social and personal service activities",64.5
2010,Selangor,Public administration and defence; compulsory social security,176.9
2011,Selangor,Public administration and defence; compulsory social security,126.2
2012,Selangor,Public administration and defence; compulsory social security,117.1
2013,Selangor,Public administration and defence; compulsory social security,136.9
2014,Selangor,Public administration and defence; compulsory social security,120.7
2015,Selangor,Public administration and defence; compulsory social security,135.4
2016,Selangor,Public administration and defence; compulsory social security,133.6
2017,Selangor,Public administration and defence; compulsory social security,139.5
2018,Selangor,Public administration and defence; compulsory social security,100
2019,Selangor,Public administration and defence; compulsory social security,131.6
2020,Selangor,Public administration and defence; compulsory social security,147.2
2021,Selangor,Public administration and defence; compulsory social security,74.2
2001,Terengganu,"Other community, social and personal service activities",4.1
2002,Terengganu,"Other community, social and personal service activities",7.7
2003,Terengganu,"Other community, social and personal service activities",6.1
2004,Terengganu,"Other community, social and personal service activities",8
2005,Terengganu,"Other community, social and personal service activities",9.2
2006,Terengganu,"Other community, social and personal service activities",10.5
2007,Terengganu,"Other community, social and personal service activities",10.5
